contract_id,vendor_name,clause_text
C00150,Gamma Solutions - Unit 150,Payment terms shall be net 120 days. The agreement states zero liability for indirect or consequential damages. Data privacy strictly complies with GDPR regulations. Pricing modifications require a 30-day prior written notice.
C00151,Theta Innovations - Unit 151,Payment terms shall be net 45 days. The agreement states liability cap is fixed at 1x contract value. Data handling adheres to internal security standards only. No pricing changes are permitted during the active term of agreement.
C00152,Gamma Solutions - Unit 152,Payment terms shall be net 60 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. Pricing modifications require a 30-day prior written notice.
C00153,Beta Logistics - Unit 153,Payment terms shall be net 30 days. The agreement states unlimited liability on vendor side. Data handling adheres to internal security standards only. Price changes are subject to annual review with 60 days notice.
C00154,Pi Cybernetics - Unit 154,Payment terms shall be net 45 days. The agreement states liability cap is fixed at 1x contract value. Data privacy strictly complies with GDPR regulations. Vendor holds absolute right to modify pricing anytime without prior notice.
C00155,Omicron Ventures - Unit 155,Payment terms shall be net 90 days. The agreement states liability cap is fixed at 1x contract value. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C00156,Pi Cybernetics - Unit 156,Payment terms shall be net 30 days. The agreement states zero liability for indirect or consequential damages. Data privacy follows local guidelines without explicit GDPR compliance. Vendor holds absolute right to modify pricing anytime without prior notice.
C00157,Theta Innovations - Unit 157,Payment terms shall be net 45 days. The agreement states liability cap is fixed at 1x contract value. Data privacy follows local guidelines without explicit GDPR compliance. Price changes are subject to annual review with 60 days notice.
C00158,Mu Analytics - Unit 158,Payment terms shall be net 60 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C00159,Delta Enterprise - Unit 159,Payment terms shall be net 60 days. The agreement states liability cap is fixed at 1x contract value. Data privacy strictly complies with GDPR regulations. Pricing modifications require a 30-day prior written notice.
C00160,Eta Industries - Unit 160,Payment terms shall be net 30 days. The agreement states liability cap is fixed at 2x contract value. Data privacy follows local guidelines without explicit GDPR compliance. Pricing modifications require a 30-day prior written notice.
C00161,Gamma Solutions - Unit 161,Payment terms shall be net 60 days. The agreement states zero liability for indirect or consequential damages. Data handling adheres to internal security standards only. No pricing changes are permitted during the active term of agreement.
C00162,Pi Cybernetics - Unit 162,Payment terms shall be net 120 days. The agreement states liability cap is fixed at 1x contract value. Data privacy strictly complies with GDPR regulations. Vendor holds absolute right to modify pricing anytime without prior notice.
C00163,Xi Dynamics - Unit 163,Payment terms shall be net 60 days. The agreement states zero liability for indirect or consequential damages. Data privacy follows local guidelines without explicit GDPR compliance. No pricing changes are permitted during the active term of agreement.
C00164,Lambda Services - Unit 164,Payment terms shall be net 60 days. The agreement states zero liability for indirect or consequential damages. Data privacy follows local guidelines without explicit GDPR compliance. Vendor holds absolute right to modify pricing anytime without prior notice.
C00165,Gamma Solutions - Unit 165,Payment terms shall be net 60 days. The agreement states liability cap is fixed at 1x contract value. Data privacy strictly complies with GDPR regulations. Vendor holds absolute right to modify pricing anytime without prior notice.
C00166,Gamma Solutions - Unit 166,Payment terms shall be net 120 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. Pricing modifications require a 30-day prior written notice.
C00167,Theta Innovations - Unit 167,Payment terms shall be net 90 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. No pricing changes are permitted during the active term of agreement.
C00168,Beta Logistics - Unit 168,Payment terms shall be net 30 days. The agreement states zero liability for indirect or consequential damages. Data privacy follows local guidelines without explicit GDPR compliance. Pricing modifications require a 30-day prior written notice.
C00169,Theta Innovations - Unit 169,Payment terms shall be net 45 days. The agreement states strict limitation of liability up to damages cap. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C00170,Beta Logistics - Unit 170,Payment terms shall be net 30 days. The agreement states liability cap is fixed at 2x contract value. Data privacy follows local guidelines without explicit GDPR compliance. Price changes are subject to annual review with 60 days notice.
C00171,Theta Innovations - Unit 171,Payment terms shall be net 90 days. The agreement states unlimited liability on vendor side. Data privacy follows local guidelines without explicit GDPR compliance. Pricing modifications require a 30-day prior written notice.
